PanCam_CT Measured ~2018 Aber. Uni.,,,,,,,,
Wavelength,MultiSpec,White,Red,Yellow,Turquoise,Blue,Light_Gray,Dark_Gray
980.31,11.352,93.279,31.243,33.552,6.735,27.916,10.255,4.922
980.6,11.523,93.519,31.842,33.705,6.663,28.052,10.588,5.046
980.89,12.089,93.781,31.94,33.661,6.508,27.949,10.528,4.906
981.18,12.11,93.619,31.978,33.671,6.682,27.754,10.212,5.096
981.47,12.385,93.729,31.867,33.543,6.331,27.454,10.349,5.12
981.76,12.932,93.315,32.241,33.156,6.678,27.507,10.275,5.176
982.05,13.352,93.339,32.375,33.354,6.47,27.675,10.689,4.883
982.33,13.781,93.273,32.019,33.294,6.372,27.604,10.761,4.489
982.62,14.122,93.367,31.568,33.032,6.419,26.996,10.591,4.408
982.91,14.255,93.082,31.707,32.888,6.444,27.214,10.504,4.207
983.2,15.015,93.286,31.649,32.517,5.772,27.319,10.806,4.307
983.49,15.557,92.772,32.148,33.059,5.575,27.286,10.749,4.091
983.78,16.414,92.968,31.779,33.358,5.822,27.258,10.929,4.106
984.07,16.821,92.797,31.578,33.42,6.163,27.17,11.053,4.251
984.36,17.35,92.912,31.671,33.583,6.087,27.236,11.127,4.911
984.65,17.933,92.764,31.875,33.72,6.199,27.641,10.792,4.529
984.94,18.789,93.005,31.919,34.065,6.523,27.629,11.319,4.471
985.23,19.174,92.404,32.014,34.218,6.688,27.728,11.014,4.332
985.52,19.588,92.681,31.814,33.705,7.277,27.848,11.223,4.395
985.81,19.806,93.276,31.725,33.906,6.744,27.76,11.35,4.433
986.09,20.575,93.373,31.915,33.273,6.404,27.51,11.045,4.394
986.38,21.032,93.553,32.093,33.595,6.697,26.826,10.751,4.425
986.67,21.543,93.66,32.091,33.296,6.899,26.571,10.949,4.394
986.96,21.578,93.44,31.991,32.969,6.269,26.515,10.288,4.592
987.25,22.239,93.562,31.869,32.775,6.5,26.231,10.513,4.224
987.54,22.621,93.567,31.693,32.782,6.101,26.193,10.772,3.874
987.83,22.961,92.885,31.762,32.742,5.941,25.832,11.013,4.075
988.12,23.208,93.084,31.666,33.037,5.939,25.532,11.347,4.052
988.4,23.852,92.689,31.432,32.456,6.059,26.534,11.643,3.933
988.69,23.839,92.549,31.129,32.088,5.743,26.522,11.305,4.363
988.98,24.192,93.014,31.375,32.078,5.547,26.474,12.141,4.231
989.27,24.351,92.968,31.471,32.338,5.56,26.191,11.747,4.3
989.56,24.95,92.869,31.302,32.652,5.492,26.279,10.965,4.786
989.85,25.02,92.668,30.871,32.028,5.372,26.543,10.476,4.246
990.13,25.214,91.569,31.323,32.597,5.599,26.67,10.086,4.675
990.42,24.735,91.718,31.486,32.651,5.721,26.567,10.218,4.714
990.71,25.479,91.547,31.698,32.983,5.337,26.933,10.402,4.269
991,25.373,91.347,31.54,33.156,5.934,26.957,9.349,4.15
991.29,25.424,91.264,31.6,33.04,5.915,27.113,9.364,4.215
991.58,25.785,91.432,32.276,32.951,6.102,27.145,9.495,4.102
991.86,26.157,91.601,32.389,33.085,6.497,27.129,9.462,4.169
992.15,26.45,92.781,31.48,32.431,6.42,27.196,9.708,3.287
992.44,26.771,93.071,31.682,32.612,6.489,27.292,9.741,2.622
992.73,26.541,93.438,31.029,32.845,7.331,27.315,9.911,2.898
993.01,26.757,93.08,31.447,32.651,7.412,27.128,10.224,2.844
993.3,26.303,93.52,32.266,32.267,7.568,27.376,10.898,2.752
993.59,26.113,93.138,31.876,31.986,7.406,27.376,11.63,2.766
993.88,25.705,93.076,32.284,32.458,6.948,27.282,11.696,2.996
994.17,25.478,92.61,32.694,32.839,7.204,26.831,11.603,2.658
994.45,26.073,92.351,32.271,32.569,6.48,26.408,11.404,3.082
994.74,26.117,92.614,33.23,32.156,5.801,26.116,11.091,2.805
995.03,26.634,92.825,32.798,32.001,5.755,26.084,11.55,2.795
995.32,27.341,92.564,32.177,32.447,5.918,25.871,11.264,3.079
995.6,27.458,92.973,32.037,32.871,6.52,25.436,10.895,2.788
995.89,27.604,92.924,32.149,32.869,6.145,25.149,11.025,2.864
996.18,27.87,92.629,32.057,32.141,5.948,25.463,11.681,3.6
996.46,27.285,92.18,31.982,32.587,6.294,24.909,11.579,3.506
996.75,27.098,91.701,30.782,34.054,6.351,25.263,11.754,3.945
997.04,27.174,91.717,30.593,34.259,6.602,25.406,11.039,3.632
997.33,26.405,92.291,31.548,34.127,6.454,25.081,10.786,3.092
997.61,26.208,92.265,31.967,34.08,5.743,25.314,10.788,3.149
997.9,26.535,92.469,31.506,33.977,7.275,25.631,10.661,2.554
998.19,26.486,92.616,31.963,34.193,7.048,25.907,10.125,3.097
998.47,26.417,93.218,32.237,33.098,6.315,26.809,10.011,2.95
998.76,26.704,92.97,32.791,32.115,6.482,26.525,9.876,2.346
999.05,26.625,93.353,32.496,32.316,6.538,25.782,9.835,3.039
999.33,27.576,93.171,30.841,32.442,6.699,27.086,10.384,3.531
999.62,26.595,92.878,30.758,32.504,6.167,26.888,10.243,2.939
999.91,25.717,92.899,30.82,32.303,5.289,26.859,9.785,3.861
1000,26.269,92.923,30.584,32.267,5.453,26.473,8.816,3.671
1000,26.829,92.419,30.073,32.812,4.839,25.672,8.61,2.627
1001,27.4,93.167,29.888,33.216,4.491,25.713,8.879,4.003
1001,26.839,92.387,30.192,33.308,3.74,26.295,9.063,4.001
1001,26.672,91.133,30.268,32.925,3.759,25.241,8.263,4.425
1002,27.805,91.004,29.783,33.1,5.377,25.771,7.872,5.569
1002,28.497,91.434,30.266,33.508,5.158,25.545,8.268,4.98
1002,27.331,91.014,30.365,34.458,4.331,24.886,8.766,4.694
1002,26.53,91.52,30.437,34.148,5.689,25.585,8.944,5.962
1003,25.582,91.094,30.843,33.106,6.071,25.073,8.717,4.453
1003,26.171,91.635,31.315,33.871,6.461,25.442,8.311,4.116
1003,26.125,92.685,31.289,34.386,5.496,24.849,7.445,2.678
1004,25.502,92.972,31.44,33.863,4.763,24.527,8.011,2.163
1004,26.045,92.569,31.461,34.125,4.99,24.38,8.78,1.369
1004,25.147,92.727,31.237,33.247,5.824,25.028,7.779,0.159
1004,26.083,91.225,31.961,32.938,5.683,24.649,8.637,0.591
1005,26.909,91.781,31.639,33.787,4.705,24.125,8.689,1.033
1005,27.441,91.004,31.563,34.147,4.899,22.951,9.17,1.611
1005,27.709,90.397,32.502,34.791,5.605,22.546,10.165,2.782
1006,28.593,89.921,33.5,33.961,4.833,22.647,10.364,2.293
1006,28.281,90.301,32.692,33.631,3.908,21.921,8.576,2.672
1006,28.604,90.624,32.62,34.697,3.565,22.565,10.372,4.379
1006,27.942,91.953,32.236,35.325,3.8,21.913,10.078,3.453
1007,27.764,91.151,32.085,33.909,5.298,22.743,10.556,3.2
1007,27.061,91.873,32.516,32.106,5.924,22.914,11.114,3.437
1007,26.85,91.713,32.039,30.483,6.133,24.474,11.159,3.744
1008,25.647,92.619,30.503,31.388,6.751,24.676,11.741,4.261
1008,25.439,91.396,30.406,30.534,6.525,25.001,12.21,4.257
1008,26.677,92.165,30.173,28.812,7.026,23.931,12.591,4.596
1008,26.444,92.313,29.37,28.324,7.239,23.152,12.613,4.545
1009,25.714,93.03,28.752,30.928,7.51,22.405,11.595,5.473
1009,26.399,92.099,27.528,31.833,7.153,22.042,11.058,4.161
1009,25.693,93.637,26.057,32.426,7.559,21.582,12.062,3.682
1010,26.151,93.545,27.158,31.693,6.594,20.828,10.917,2.473
1010,26.785,92.741,28.537,32.003,6.845,21.069,11.62,1.992
1010,25.387,92.746,28.2,32.632,6.933,21.106,10.98,-0.827
1010,25.948,92.452,29.437,32.694,7.038,22.073,9.588,-0.366
1011,25.621,92.029,32.063,31.243,6.112,21.372,11.145,-2.234
1011,25.962,91.891,32.611,30.616,6.348,21.873,10.997,-1.24
1011,26.741,91.083,32.502,31.456,3.734,21.293,9.496,-3.313
1012,27.916,91.374,32.443,31.265,2.86,20.96,9.369,-2.216
1012,27.517,92.595,32.468,31.856,3.656,21.393,10.413,-1.097
1012,29.774,90.55,32.258,33.372,1.488,20.942,8.816,0.3
1012,30.96,90.461,31.262,35.974,0.141,21.431,8.308,-2.789
1013,31.276,92.397,28.91,36.513,1.305,22.319,8.211,-1.665
1013,27.753,93.556,27.387,33.667,-7.00E-03,23.05,7.166,-2.685
1013,27.224,95.214,29.609,32.764,3.224,23.087,8.868,-0.44
1014,26.709,96.222,28.109,32.844,6.773,23.585,7.37,0.023
1014,26.674,98.054,24.747,31.337,8.377,22.449,5.579,-1.011
1014,26.814,97.621,24.518,29.462,9.276,21.708,7.312,-1.624
1014,26.568,96.309,25.107,26.505,10.319,20.089,9.087,1.699
1015,27.947,93.836,23.331,25.15,10.418,20.207,6.268,-1.108
1015,30.001,92.296,23.877,27.203,11.327,19.203,7.054,-1.084
1015,30.343,90.046,22.882,26.786,11.864,19.022,8.945,-2.043
1016,31.473,88.162,23.925,27.321,9.567,16.421,11.445,-1.89
1016,31.469,87.513,25.997,29.127,9.698,13.46,14.61,0.138
1016,27.385,89.263,25.677,29.105,12.83,16.452,13.425,3.126
1016,24.286,90.608,23.761,28.615,15.22,19.275,11.996,4.624
1017,20.532,90.359,23.907,27.661,15.973,20.308,12.615,9.696
1017,10.036,91.463,18.645,23.769,23.599,30.323,2.199,17.289
1017,10.036,91.463,18.645,23.769,23.599,30.323,2.199,17.289
1018,10.036,91.463,18.645,23.769,23.599,30.323,2.199,17.289
